incident_id,frp_mw,brightness_temperature,brightness_ti5,scan,track,satellite_sensor,instrument,daynight,firms_confidence,latitude,longitude,land_cover_type,elevation_m,forest_distance_km,urban_distance_km,industrial_distance_km,oil_gas_facility_distance_km,chemical_facility_distance_km,population_density,ndvi,forest_cover_pct,vegetation_density,fuel_moisture_pct,temperature_c,humidity_pct,rainfall_24h_mm,rainfall_7d_mm,wind_speed_kmh,wind_direction_deg,soil_moisture_pct,drought_index,month,season,hour,historical_fire_count_7d,historical_fire_count_30d,historical_fire_count_90d,historical_fire_count_365d,refinery_distance_km,power_plant_distance_km,steel_plant_distance_km,cement_plant_distance_km,mine_distance_km,lng_terminal_distance_km,industrial_landuse_distance_km,within_industrial_area,nearby_facility_type,incident_name,reference_source,reference_url,firms_match,firms_nearby_match,firms_nearby_status,firms_deep_match,firms_deep_status,firms_deep_api_successes,firms_deep_api_failures,firms_evidence_level,firms_evidence_status,firms_evidence_source,historical_firms_status,historical_firms_api_successes,historical_firms_api_failures,fire_duration_days,spread_rate_km_day,thermal_area_km2
INC-0146,365.12,429.14,294.1,0.49,0.42,VIIRS_SNPP,VIIRS,D,75.8,11.70241,76.62066,Dense Forest / Woodland,865.6,0.06,43.12,72.38,143.19,62.31,214.2,0.818,81.8,0.982,14.0,43.6,60.7,0.0,0.0,21.6,55.3,41.9,0.67,10,Post-Monsoon,12,2,2,3,11,193.03,35.69,106.33,99.94,24.57,51.86,72.38,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #146,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0146,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.09,2.55,10.065
INC-0147,323.33,435.72,305.68,0.38,0.33,VIIRS_SNPP,VIIRS,D,89.7,11.6906,76.64915,Dense Forest / Woodland,868.4,0.12,46.74,72.8,80.35,67.63,162.4,0.796,79.6,0.956,6.6,23.3,58.9,0.0,0.0,33.7,306.4,36.1,-2.02,12,Winter,0,1,5,6,13,198.75,39.18,84.51,25.1,25.0,32.44,72.8,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #147,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0147,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.21,0.15,10.444
INC-0148,529.54,406.25,310.03,2.15,1.51,MODIS_TERRA,MODIS,D,71.9,21.73395,86.29458,Dense Forest / Woodland,783.6,0.13,25.55,56.24,105.18,90.54,19.0,0.554,55.4,0.665,13.2,43.5,53.7,0.0,1.7,19.0,210.5,37.6,1.94,10,Post-Monsoon,20,1,6,6,17,96.0,115.38,58.67,101.19,97.25,86.38,56.24,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #148,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0148,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.3,1.01,11.685
INC-0149,411.52,356.64,294.29,0.43,0.49,VIIRS_NOAA20,VIIRS,D,97.8,11.62052,76.59513,Dense Forest / Woodland,854.1,0.12,43.3,32.67,115.49,62.66,236.1,0.62,62.0,0.744,18.2,33.8,73.2,0.0,0.0,31.0,65.3,33.5,-1.38,7,Monsoon,21,2,2,8,12,60.03,41.42,142.7,99.38,89.39,46.19,32.67,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #149,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0149,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.58,3.16,7.436
INC-0150,374.57,430.07,314.56,0.39,0.39,VIIRS_NOAA21,VIIRS,D,90.7,21.70637,86.3305,Shrubland / Grassland,795.6,0.05,17.54,81.44,79.47,40.14,113.3,0.611,61.1,0.734,10.7,31.6,81.4,0.0,0.0,31.6,353.2,42.1,1.44,10,Post-Monsoon,21,1,2,7,21,91.33,60.64,149.01,84.94,61.88,77.03,81.44,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #150,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0150,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.53,2.88,4.205
INC-0151,338.51,387.77,295.07,0.33,0.49,VIIRS_NOAA20,VIIRS,N,93.4,21.70222,86.28682,Dense Forest / Woodland,783.9,0.32,41.57,31.3,104.8,96.22,12.8,0.753,75.3,0.904,5.4,37.3,40.9,0.0,7.11,21.7,267.2,25.4,-1.18,3,Summer,10,1,7,7,10,170.98,86.62,56.79,79.01,76.81,194.13,31.3,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #151,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0151,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.04,0.11,0.903
INC-0152,71.52,350.83,309.28,0.35,0.33,VIIRS_SNPP,VIIRS,N,65.4,11.66167,76.67248,Dense Forest / Woodland,856.2,0.25,44.0,26.84,132.85,103.06,236.6,0.61,61.0,0.732,8.0,38.4,59.5,0.0,0.0,30.7,166.5,42.6,-0.82,1,Winter,15,1,3,8,10,96.26,93.78,63.63,144.53,23.23,168.15,26.84,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #152,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0152,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.94,0.36,5.241
INC-0153,427.72,421.67,298.7,1.54,2.03,MODIS_TERRA,MODIS,D,98.5,11.67539,76.67765,Dense Forest / Woodland,846.1,0.19,38.75,89.98,134.33,68.94,24.0,0.84,84.0,1.008,19.7,36.8,65.1,0.0,0.0,36.5,276.0,43.8,0.6,5,Summer,21,1,5,4,15,61.45,86.36,117.43,125.71,72.06,171.35,89.98,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #153,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0153,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.84,2.72,4.283
INC-0154,69.23,330.17,303.08,1.94,1.81,MODIS_TERRA,MODIS,N,69.0,21.59798,86.33649,Dense Forest / Woodland,779.1,0.4,49.76,74.48,145.52,111.02,295.6,0.692,69.2,0.83,15.7,29.3,66.8,0.0,11.0,5.8,195.5,15.4,-0.27,3,Summer,22,2,2,3,11,104.55,44.94,122.05,60.39,50.26,191.71,74.48,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #154,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0154,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.26,0.5,7.718
INC-0155,388.09,413.48,303.32,0.53,0.39,VIIRS_NOAA20,VIIRS,D,71.5,21.6338,86.37803,Dense Forest / Woodland,794.2,0.38,19.55,45.08,111.14,117.12,237.2,0.822,82.2,0.987,17.3,29.3,46.6,0.0,16.27,22.8,219.1,42.1,0.16,2,Winter,10,2,2,3,9,73.38,32.03,46.13,75.09,24.19,58.59,45.08,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #155,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0155,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.31,0.52,4.973
INC-0156,118.83,383.8,309.85,0.38,0.41,VIIRS_NOAA20,VIIRS,D,78.6,21.57109,86.38468,Dense Forest / Woodland,772.8,0.04,36.94,70.35,102.99,71.33,148.9,0.672,67.2,0.806,14.8,28.3,35.2,0.0,0.0,36.8,246.2,36.7,-1.89,4,Summer,1,0,4,8,12,147.07,117.18,50.44,100.6,51.2,64.44,70.35,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #156,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0156,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.5,0.89,3.952
INC-0157,430.74,427.35,295.54,0.45,0.54,VIIRS_NOAA21,VIIRS,D,82.7,11.71408,76.62835,Dense Forest / Woodland,841.2,0.19,54.31,74.58,101.31,93.66,125.7,0.772,77.2,0.927,14.2,22.4,58.5,0.0,0.0,13.6,247.2,32.0,-2.28,11,Post-Monsoon,14,1,5,9,23,178.63,30.86,84.32,43.43,92.58,110.95,74.58,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #157,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0157,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.74,1.39,3.313
INC-0158,261.66,340.03,307.97,1.95,1.01,MODIS_TERRA,MODIS,N,75.3,11.67773,76.70104,Dense Forest / Woodland,847.8,0.08,33.57,39.81,108.39,69.72,60.5,0.814,81.4,0.977,12.4,25.2,18.6,0.0,7.46,15.5,210.8,17.6,-3.02,6,Monsoon,16,1,4,6,12,122.85,78.35,62.39,88.14,32.46,186.16,39.81,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #158,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0158,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.34,1.91,5.659
INC-0159,201.33,356.1,296.57,0.53,0.48,VIIRS_SNPP,VIIRS,D,91.2,11.6641,76.63641,Dense Forest / Woodland,857.7,0.3,37.64,29.41,122.36,104.48,49.1,0.804,80.4,0.964,13.9,23.8,24.0,0.0,0.0,18.2,155.5,7.2,-0.66,6,Monsoon,16,3,5,5,13,100.53,89.77,86.93,52.5,91.13,48.3,29.41,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #159,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0159,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.31,2.74,2.774
INC-0160,93.49,418.66,296.33,1.58,2.19,MODIS_TERRA,MODIS,N,89.0,21.63712,86.3186,Dense Forest / Woodland,775.5,0.24,18.16,26.71,76.1,83.05,230.5,0.711,71.1,0.853,17.0,43.2,52.1,0.0,0.0,15.0,8.3,25.0,-0.84,8,Monsoon,19,1,4,3,9,187.07,106.18,93.95,92.77,22.96,24.72,26.71,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #160,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0160,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.4,0.54,8.003
INC-0161,354.45,362.37,292.16,0.44,0.51,VIIRS_NOAA21,VIIRS,D,95.1,11.67591,76.62824,Dense Forest / Woodland,854.7,0.13,35.68,40.39,112.73,64.12,184.3,0.666,66.6,0.799,14.1,36.4,22.1,0.0,0.0,8.9,331.3,22.6,1.97,6,Monsoon,13,2,1,8,9,195.52,93.27,55.04,99.12,53.34,75.25,40.39,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #161,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0161,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.16,1.37,6.791
INC-0162,104.0,403.87,290.11,0.32,0.51,VIIRS_NOAA21,VIIRS,D,70.0,21.67859,86.34065,Dense Forest / Woodland,795.6,0.05,19.27,46.65,87.36,57.14,234.2,0.793,79.3,0.952,16.7,39.2,68.6,0.0,0.0,25.7,226.3,27.1,1.93,12,Winter,16,2,1,4,12,141.92,69.86,43.76,94.21,45.57,166.98,46.65,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #162,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0162,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.61,1.71,0.468
INC-0163,341.08,395.3,294.1,0.42,0.45,VIIRS_SNPP,VIIRS,N,88.7,21.69474,86.29526,Shrubland / Grassland,793.2,0.39,32.72,39.78,67.13,93.41,179.6,0.667,66.7,0.8,10.3,40.7,58.8,0.0,0.0,21.7,162.2,5.5,-0.44,1,Winter,21,1,7,2,15,145.32,87.92,49.68,109.46,91.48,131.6,39.78,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #163,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0163,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.99,1.8,3.952
INC-0164,426.26,415.1,301.39,0.43,0.39,VIIRS_SNPP,VIIRS,D,83.1,21.66266,86.33147,Dense Forest / Woodland,780.2,0.15,46.59,79.32,118.82,81.01,206.7,0.737,73.7,0.885,6.6,42.4,48.7,0.0,0.0,7.1,277.4,29.7,-0.21,9,Monsoon,1,2,1,5,13,124.21,87.81,114.78,11.02,64.7,62.05,79.32,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #164,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0164,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.66,1.21,1.51
INC-0165,323.58,332.39,303.01,0.49,0.4,VIIRS_NOAA20,VIIRS,N,69.8,11.64865,76.65455,Dense Forest / Woodland,864.7,0.23,46.61,66.22,148.46,51.06,225.0,0.697,69.7,0.836,13.8,33.3,25.2,0.0,0.0,28.4,188.4,6.8,1.63,6,Monsoon,4,3,3,11,21,120.16,68.23,85.88,15.3,73.1,101.67,66.22,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #165,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0165,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.09,1.98,5.201
INC-0166,484.13,361.78,292.16,0.36,0.47,VIIRS_NOAA21,VIIRS,D,93.6,21.59919,86.39619,Dense Forest / Woodland,784.3,0.15,40.94,76.48,82.43,97.29,125.7,0.617,61.7,0.74,17.2,32.6,59.4,0.0,26.09,21.4,264.2,21.4,-1.55,4,Summer,12,2,8,11,17,78.96,56.22,55.92,100.63,84.9,85.14,76.48,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #166,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0166,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.65,2.99,7.263
INC-0167,363.53,414.61,299.21,0.5,0.32,VIIRS_NOAA20,VIIRS,D,87.1,11.69477,76.70079,Dense Forest / Woodland,867.7,0.33,53.43,36.19,77.1,62.85,177.0,0.632,63.2,0.759,8.4,42.8,47.7,0.0,0.0,35.7,27.4,25.0,0.28,11,Post-Monsoon,15,0,2,7,20,97.93,106.99,43.51,18.49,26.09,121.14,36.19,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #167,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0167,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,4.11,2.72,1.539
INC-0168,172.18,428.94,313.18,0.39,0.37,VIIRS_NOAA20,VIIRS,D,88.7,21.60411,86.31924,Dense Forest / Woodland,771.6,0.36,32.28,72.89,97.59,49.81,92.5,0.556,55.6,0.667,6.7,25.7,69.9,0.0,0.0,21.2,247.5,30.3,0.96,7,Monsoon,15,2,7,3,12,189.91,70.87,120.79,45.29,49.37,199.36,72.89,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #168,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0168,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.67,3.13,7.74
INC-0169,520.6,409.37,292.2,0.36,0.53,VIIRS_NOAA21,VIIRS,D,76.9,11.62938,76.63306,Dense Forest / Woodland,846.4,0.29,42.49,78.32,90.41,57.72,283.0,0.835,83.5,1.002,20.3,39.7,42.8,0.0,0.0,11.1,318.5,29.6,-1.14,1,Winter,10,3,5,5,16,131.68,79.4,99.22,96.74,65.21,195.39,78.32,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #169,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0169,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,5,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.25,1.27,2.543
INC-0170,272.4,404.14,303.54,1.8,1.41,MODIS_TERRA,MODIS,D,67.5,11.66161,76.62064,Dense Forest / Woodland,858.7,0.3,17.62,89.9,125.24,109.11,263.6,0.813,81.3,0.976,8.4,37.3,45.4,0.0,0.0,4.4,108.2,28.1,-1.43,5,Summer,22,0,6,7,17,151.17,107.07,52.36,6.34,47.82,96.43,89.9,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #170,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0170,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,3,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.3,1.24,0.107
INC-0171,238.8,349.84,311.04,0.41,0.43,VIIRS_SNPP,VIIRS,N,66.6,11.67975,76.62066,Shrubland / Grassland,856.0,0.12,15.57,31.24,79.71,44.34,118.8,0.568,56.8,0.681,10.2,29.8,62.3,0.0,0.0,23.6,250.7,11.6,-2.68,9,Monsoon,17,3,1,4,15,143.53,37.82,117.19,46.04,24.21,92.09,31.24,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #171,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0171,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.76,2.55,10.652
INC-0172,381.7,420.77,297.62,0.45,0.53,VIIRS_SNPP,VIIRS,D,78.2,11.75682,76.63015,Dense Forest / Woodland,856.3,0.03,44.78,54.13,94.66,76.61,186.6,0.801,80.1,0.961,10.4,28.5,65.6,0.0,0.0,23.4,210.2,13.4,-3.09,6,Monsoon,14,1,3,5,8,96.22,94.4,119.37,143.99,42.59,35.25,54.13,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #172,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0172,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.27,1.9,0.749
INC-0173,458.6,354.06,296.07,0.51,0.34,VIIRS_NOAA21,VIIRS,D,82.7,21.68777,86.32236,Dense Forest / Woodland,781.8,0.11,24.79,41.52,99.06,117.29,96.4,0.844,84.4,1.012,7.9,25.5,21.0,0.0,0.0,19.3,297.7,8.9,0.37,5,Summer,17,1,3,4,7,176.51,55.61,79.97,41.08,57.16,134.96,41.52,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #173,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0173,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,3.98,2.69,6.99
INC-0174,40.51,378.31,311.08,0.47,0.5,VIIRS_NOAA21,VIIRS,N,93.5,11.63928,76.70699,Dense Forest / Woodland,858.2,0.12,54.23,35.13,70.64,94.99,237.4,0.597,59.7,0.716,21.2,26.9,66.7,0.0,19.7,6.2,19.8,12.5,1.5,3,Summer,19,1,0,3,13,109.34,94.17,57.35,63.61,40.18,94.3,35.13,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #174,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0174,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,4,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.77,2.76,5.616
INC-0175,472.89,407.7,297.26,0.39,0.49,VIIRS_SNPP,VIIRS,N,66.7,21.67469,86.35061,Shrubland / Grassland,784.0,0.37,34.04,43.12,97.09,113.43,261.8,0.62,62.0,0.744,21.9,32.5,64.8,0.0,0.0,34.7,330.3,42.2,-2.01,11,Post-Monsoon,0,3,7,4,12,114.19,80.64,128.33,104.43,54.17,132.71,43.12,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #175,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0175,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,6,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,1.83,1.87,6.186
INC-0176,253.87,345.49,302.83,0.37,0.38,VIIRS_NOAA21,VIIRS,D,70.9,21.67494,86.36041,Dense Forest / Woodland,784.8,0.19,29.66,71.91,57.47,113.16,48.3,0.627,62.7,0.752,5.2,33.0,82.7,0.0,0.0,21.0,50.7,13.7,0.06,11,Post-Monsoon,11,0,2,6,10,62.89,116.61,90.86,25.05,53.01,193.51,71.91,0,National Forest Reserve,Simlipal Tiger Reserve Thermal Anomaly Event #176,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0176,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,2.13,2.3,8.834
INC-0177,130.87,343.82,293.46,0.41,0.34,VIIRS_SNPP,VIIRS,N,96.7,11.65611,76.64133,Dense Forest / Woodland,856.3,0.19,50.23,73.51,110.46,94.91,163.6,0.56,56.0,0.672,19.5,35.9,69.0,0.0,11.62,15.5,63.2,21.9,0.87,9,Monsoon,19,1,3,6,10,62.57,58.06,110.16,98.83,20.75,14.35,73.51,0,National Forest Reserve,Bandipur Forest Belt Thermal Anomaly Event #177,State Disaster Management & SPCB Field Report,https://ndma.gov.in/incident-log/inc-0177,CONFIRMED_PIXEL,1,MATCH_RADIUS_500M,EXACT_TIME_COINCIDENCE,VERIFIED,7,0,TIER_1_CERTIFIED,GROUND_TRUTH_VERIFIED,NDMA_SATELLITE_CELL,COMPUTED_LEAKAGE_FREE,1,0,0.33,0.35,7.91
